Device-A, Port-1, no shutdown
Device-E, router ospf 1, network IP-Subnet-19
Device-E, router ospf 1, network IP-Subnet-20
Device-E, router ospf 1, network IP-Subnet-21
Device-E, router ospf 1, network IP-Subnet-22
Device-E, router ospf 1, network IP-Subnet-23
Device-E, router ospf 1, network IP-Subnet-24
Device-E, router ospf 1, network IP-Subnet-25
Device-E, router ospf 1, network IP-Subnet-26
Device-E, router ospf 1, network IP-Subnet-27
Device-E, router ospf 1, network IP-Subnet-28
Device-E, router ospf 1, network IP-Subnet-29
Device-E, router ospf 1, network IP-Subnet-30
Device-E, router ospf 1, network IP-Subnet-31
Device-E, router ospf 1, network IP-Subnet-32
Device-E, router ospf 1, no network IP-Subnet-1
Device-E, router ospf 1, no network IP-Subnet-2
Device-E, router ospf 1, no network IP-Subnet-3
Device-E, router ospf 1, no network IP-Subnet-4
Device-E, router ospf 1, no network IP-Subnet-5
Device-E, router ospf 1, no network IP-Subnet-6
Device-E, router ospf 1, no network IP-Subnet-7
Device-E, router ospf 1, no network IP-Subnet-8
Device-E, router ospf 1, no network IP-Subnet-9
Device-E, router ospf 1, no network IP-Subnet-10
Device-E, router ospf 1, no network IP-Subnet-11
Device-E, router ospf 1, no network IP-Subnet-12
Device-E, router ospf 1, no network IP-Subnet-13
Device-E, router ospf 1, no network IP-Subnet-14
Device-E, router ospf 1, no network IP-Subnet-15
Device-E, router ospf 1, no network IP-Subnet-16
Device-E, router ospf 1, no network IP-Subnet-17
Device-E, router ospf 1, no network IP-Subnet-18
Device-E, router ospf 1, no network IP-Subnet-19
Device-E, router ospf 1, no network IP-Subnet-20
Device-E, router ospf 1, no network IP-Subnet-21
Device-E, router ospf 1, no network IP-Subnet-22
Device-E, router ospf 1, no network IP-Subnet-23
Device-E, router ospf 1, no network IP-Subnet-24
Device-E, router ospf 1, no network IP-Subnet-25
Device-E, router ospf 1, no network IP-Subnet-26
Device-E, router ospf 1, no network IP-Subnet-27
Device-E, router ospf 1, no network IP-Subnet-28
Device-E, router ospf 1, no network IP-Subnet-29
Device-E, router ospf 1, no network IP-Subnet-30
Device-E, router ospf 1, no network IP-Subnet-31
Device-E, router ospf 1, no network IP-Subnet-32
Device-F, router rip, version 2
Device-F, router rip, no auto-summary
Device-F, router rip, network IP-Subnet-1
Device-F, router rip, network IP-Subnet-2
Device-F, router rip, network IP-Subnet-3
Device-F, router rip, network IP-Subnet-4
Device-F, router rip, network IP-Subnet-5
Device-F, router rip, network IP-Subnet-6
Device-F, router rip, network IP-Subnet-7
Device-F, router rip, network IP-Subnet-8
Device-F, router rip, network IP-Subnet-9
Device-F, router rip, network IP-Subnet-10
Device-F, router rip, network IP-Subnet-11
Device-F, router rip, network IP-Subnet-12
Device-F, router rip, network IP-Subnet-13
Device-F, router rip, network IP-Subnet-14
Device-F, router rip, network IP-Subnet-15
Device-F, router rip, network IP-Subnet-16
Device-F, router rip, network IP-Subnet-17
Device-F, router rip, network IP-Subnet-18
Device-F, router rip, network IP-Subnet-19
Device-F, router rip, network IP-Subnet-20
Device-F, router rip, network IP-Subnet-21
Device-F, router rip, network IP-Subnet-22
Device-F, router rip, network IP-Subnet-23
Device-F, router rip, network IP-Subnet-24
Device-F, router rip, network IP-Subnet-25
Device-F, router rip, network IP-Subnet-26
Device-F, router rip, network IP-Subnet-27
Device-F, router rip, network IP-Subnet-28
Device-F, router rip, network IP-Subnet-29
Device-F, router rip, network IP-Subnet-30
Device-F, router rip, network IP-Subnet-31
Device-F, router rip, network IP-Subnet-32
Device-F, router rip, no network IP-Subnet-1
Device-F, router rip, no network IP-Subnet-2
Device-F, router rip, no network IP-Subnet-3
Device-F, router rip, no network IP-Subnet-4
Device-F, router rip, no network IP-Subnet-5
Device-F, router rip, no network IP-Subnet-6
Device-F, router rip, no network IP-Subnet-7
Device-F, router rip, no network IP-Subnet-8
Device-F, router rip, no network IP-Subnet-9
Device-F, router rip, no network IP-Subnet-10
Device-F, router rip, no network IP-Subnet-11
Device-F, router rip, no network IP-Subnet-12
Device-F, router rip, no network IP-Subnet-13
Device-F, router rip, no network IP-Subnet-14
Device-F, router rip, no network IP-Subnet-15
Device-F, router rip, no network IP-Subnet-16
Device-F, router rip, no network IP-Subnet-17
Device-F, router rip, no network IP-Subnet-18
Device-F, router rip, no network IP-Subnet-19
Device-F, router rip, no network IP-Subnet-20
Device-F, router rip, no network IP-Subnet-21
Device-F, router rip, no network IP-Subnet-22
Device-F, router rip, no network IP-Subnet-23
Device-F, router rip, no network IP-Subnet-24
Device-F, router rip, no network IP-Subnet-25
Device-F, router rip, no network IP-Subnet-26
Device-F, router rip, no network IP-Subnet-27
Device-F, router rip, no network IP-Subnet-28
Device-F, router rip, no network IP-Subnet-29
Device-F, router rip, no network IP-Subnet-30
Device-F, router rip, no network IP-Subnet-31
Device-F, router rip, no network IP-Subnet-32
Device-F, router rip, no version 2
Device-F, router rip, auto-summary
Device-F, router eigrp 1, no auto-summary
Device-F, router eigrp 1, network IP-Subnet-1
Device-F, router eigrp 1, network IP-Subnet-2
Device-F, router eigrp 1, network IP-Subnet-3
Device-F, router eigrp 1, network IP-Subnet-4
Device-F, router eigrp 1, network IP-Subnet-5
Device-F, router eigrp 1, network IP-Subnet-6
Device-F, router eigrp 1, network IP-Subnet-7
Device-F, router eigrp 1, network IP-Subnet-8
Device-F, router eigrp 1, network IP-Subnet-9
Device-F, router eigrp 1, network IP-Subnet-10
Device-F, router eigrp 1, network IP-Subnet-11
Device-F, router eigrp 1, network IP-Subnet-12
Device-F, router eigrp 1, network IP-Subnet-13
Device-F, router eigrp 1, network IP-Subnet-14
Device-F, router eigrp 1, network IP-Subnet-15
Device-F, router eigrp 1, network IP-Subnet-16
Device-F, router eigrp 1, network IP-Subnet-17
Device-F, router eigrp 1, network IP-Subnet-18
Device-F, router eigrp 1, network IP-Subnet-19
Device-F, router eigrp 1, network IP-Subnet-20
Device-F, router eigrp 1, network IP-Subnet-21
Device-F, router eigrp 1, network IP-Subnet-22
Device-F, router eigrp 1, network IP-Subnet-23
Device-F, router eigrp 1, network IP-Subnet-24
Device-F, router eigrp 1, network IP-Subnet-25
Device-F, router eigrp 1, network IP-Subnet-26
Device-F, router eigrp 1, network IP-Subnet-27
Device-F, router eigrp 1, network IP-Subnet-28
Device-F, router eigrp 1, network IP-Subnet-29
Device-F, router eigrp 1, network IP-Subnet-30
Device-F, router eigrp 1, network IP-Subnet-31
Device-F, router eigrp 1, network IP-Subnet-32
Device-F, router eigrp 1, no network IP-Subnet-1
Device-F, router eigrp 1, no network IP-Subnet-2
Device-F, router eigrp 1, no network IP-Subnet-3
Device-F, router eigrp 1, no network IP-Subnet-4
Device-F, router eigrp 1, no network IP-Subnet-5
Device-F, router eigrp 1, no network IP-Subnet-6
Device-F, router eigrp 1, no network IP-Subnet-7
Device-F, router eigrp 1, no network IP-Subnet-8
Device-F, router eigrp 1, no network IP-Subnet-9
Device-F, router eigrp 1, no network IP-Subnet-10
Device-F, router eigrp 1, no network IP-Subnet-11
Device-F, router eigrp 1, no network IP-Subnet-12
Device-F, router eigrp 1, no network IP-Subnet-13
Device-F, router eigrp 1, no network IP-Subnet-14
Device-F, router eigrp 1, no network IP-Subnet-15
Device-F, router eigrp 1, no network IP-Subnet-16
Device-F, router eigrp 1, no network IP-Subnet-17
Device-F, router eigrp 1, no network IP-Subnet-18
Device-F, router eigrp 1, no network IP-Subnet-19
Device-F, router eigrp 1, no network IP-Subnet-20
Device-F, router eigrp 1, no network IP-Subnet-21
Device-F, router eigrp 1, no network IP-Subnet-22
Device-F, router eigrp 1, no network IP-Subnet-23
Device-F, router eigrp 1, no network IP-Subnet-24
Device-F, router eigrp 1, no network IP-Subnet-25
Device-F, router eigrp 1, no network IP-Subnet-26
Device-F, router eigrp 1, no network IP-Subnet-27
Device-F, router eigrp 1, no network IP-Subnet-28
Device-F, router eigrp 1, no network IP-Subnet-29
Device-F, router eigrp 1, no network IP-Subnet-30
Device-F, router eigrp 1, no network IP-Subnet-31
Device-F, router eigrp 1, no network IP-Subnet-32
Device-F, router eigrp 1, auto-summary
Device-F, router ospf 1, network IP-Subnet-1
Device-F, router ospf 1, network IP-Subnet-2
Device-F, router ospf 1, network IP-Subnet-3
Device-F, router ospf 1, network IP-Subnet-4
Device-F, router ospf 1, network IP-Subnet-5
Device-F, router ospf 1, network IP-Subnet-6
Device-F, router ospf 1, network IP-Subnet-7
Device-F, router ospf 1, network IP-Subnet-8
Device-F, router ospf 1, network IP-Subnet-9
Device-F, router ospf 1, network IP-Subnet-10
Device-F, router ospf 1, network IP-Subnet-11
Device-F, router ospf 1, network IP-Subnet-12
Device-F, router ospf 1, network IP-Subnet-13
Device-F, router ospf 1, network IP-Subnet-14
Device-F, router ospf 1, network IP-Subnet-15
Device-F, router ospf 1, network IP-Subnet-16
Device-F, router ospf 1, network IP-Subnet-17
Device-F, router ospf 1, network IP-Subnet-18
Device-F, router ospf 1, network IP-Subnet-19
Device-F, router ospf 1, network IP-Subnet-20
Device-F, router ospf 1, network IP-Subnet-21
Device-F, router ospf 1, network IP-Subnet-22
Device-F, router ospf 1, network IP-Subnet-23
Device-F, router ospf 1, network IP-Subnet-24
Device-F, router ospf 1, network IP-Subnet-25
Device-F, router ospf 1, network IP-Subnet-26
Device-F, router ospf 1, network IP-Subnet-27
Device-F, router ospf 1, network IP-Subnet-28
Device-F, router ospf 1, network IP-Subnet-29
Device-F, router ospf 1, network IP-Subnet-30
Device-F, router ospf 1, network IP-Subnet-31
Device-F, router ospf 1, network IP-Subnet-32
Device-F, router ospf 1, no network IP-Subnet-1
Device-F, router ospf 1, no network IP-Subnet-2
Device-F, router ospf 1, no network IP-Subnet-3
Device-F, router ospf 1, no network IP-Subnet-4
Device-F, router ospf 1, no network IP-Subnet-5
Device-F, router ospf 1, no network IP-Subnet-6
Device-F, router ospf 1, no network IP-Subnet-7
Device-F, router ospf 1, no network IP-Subnet-8
Device-F, router ospf 1, no network IP-Subnet-9
Device-F, router ospf 1, no network IP-Subnet-10
Device-F, router ospf 1, no network IP-Subnet-11
Device-F, router ospf 1, no network IP-Subnet-12
Device-F, router ospf 1, no network IP-Subnet-13
Device-F, router ospf 1, no network IP-Subnet-14
Device-F, router ospf 1, no network IP-Subnet-15
Device-F, router ospf 1, no network IP-Subnet-16
Device-F, router ospf 1, no network IP-Subnet-17
Device-F, router ospf 1, no network IP-Subnet-18
Device-F, router ospf 1, no network IP-Subnet-19
Device-F, router ospf 1, no network IP-Subnet-20
Device-F, router ospf 1, no network IP-Subnet-21
Device-F, router ospf 1, no network IP-Subnet-22
Device-F, router ospf 1, no network IP-Subnet-23
Device-F, router ospf 1, no network IP-Subnet-24
Device-F, router ospf 1, no network IP-Subnet-25
Device-F, router ospf 1, no network IP-Subnet-26
Device-F, router ospf 1, no network IP-Subnet-27
Device-F, router ospf 1, no network IP-Subnet-28
Device-F, router ospf 1, no network IP-Subnet-29
Device-F, router ospf 1, no network IP-Subnet-30
Device-F, router ospf 1, no network IP-Subnet-31
Device-F, router ospf 1, no network IP-Subnet-32
Device-G, router rip, version 2
Device-G, router rip, no auto-summary
Device-G, router rip, network IP-Subnet-1
Device-G, router rip, network IP-Subnet-2
Device-G, router rip, network IP-Subnet-3
Device-G, router rip, network IP-Subnet-4
Device-G, router rip, network IP-Subnet-5
Device-G, router rip, network IP-Subnet-6
Device-G, router rip, network IP-Subnet-7
Device-G, router rip, network IP-Subnet-8
Device-G, router rip, network IP-Subnet-9
Device-G, router rip, network IP-Subnet-10
Device-G, router rip, network IP-Subnet-11
Device-G, router rip, network IP-Subnet-12
Device-G, router rip, network IP-Subnet-13
Device-G, router rip, network IP-Subnet-14
Device-G, router rip, network IP-Subnet-15
Device-G, router rip, network IP-Subnet-16
Device-G, router rip, network IP-Subnet-17
Device-G, router rip, network IP-Subnet-18
Device-G, router rip, network IP-Subnet-19
Device-G, router rip, network IP-Subnet-20
Device-G, router rip, network IP-Subnet-21
Device-G, router rip, network IP-Subnet-22
Device-G, router rip, network IP-Subnet-23
Device-G, router rip, network IP-Subnet-24
Device-G, router rip, network IP-Subnet-25
Device-G, router rip, network IP-Subnet-26
Device-G, router rip, network IP-Subnet-27
Device-G, router rip, network IP-Subnet-28
Device-G, router rip, network IP-Subnet-29
Device-G, router rip, network IP-Subnet-30
Device-G, router rip, network IP-Subnet-31
Device-G, router rip, network IP-Subnet-32
Device-G, router rip, no network IP-Subnet-1
Device-G, router rip, no network IP-Subnet-2
Device-G, router rip, no network IP-Subnet-3
Device-G, router rip, no network IP-Subnet-4
Device-G, router rip, no network IP-Subnet-5
Device-G, router rip, no network IP-Subnet-6
Device-G, router rip, no network IP-Subnet-7
Device-G, router rip, no network IP-Subnet-8
Device-G, router rip, no network IP-Subnet-9
Device-G, router rip, no network IP-Subnet-10
Device-G, router rip, no network IP-Subnet-11
Device-G, router rip, no network IP-Subnet-12
Device-G, router rip, no network IP-Subnet-13
Device-G, router rip, no network IP-Subnet-14
Device-G, router rip, no network IP-Subnet-15
Device-G, router rip, no network IP-Subnet-16
Device-G, router rip, no network IP-Subnet-17
Device-G, router rip, no network IP-Subnet-18
Device-G, router rip, no network IP-Subnet-19
Device-G, router rip, no network IP-Subnet-20
Device-G, router rip, no network IP-Subnet-21
Device-G, router rip, no network IP-Subnet-22
Device-G, router rip, no network IP-Subnet-23
Device-G, router rip, no network IP-Subnet-24
Device-G, router rip, no network IP-Subnet-25
Device-G, router rip, no network IP-Subnet-26
Device-G, router rip, no network IP-Subnet-27
Device-G, router rip, no network IP-Subnet-28
Device-G, router rip, no network IP-Subnet-29
Device-G, router rip, no network IP-Subnet-30
Device-G, router rip, no network IP-Subnet-31
Device-G, router rip, no network IP-Subnet-32
Device-G, router rip, no version 2
Device-G, router rip, auto-summary
Device-G, router eigrp 1, no auto-summary
Device-G, router eigrp 1, network IP-Subnet-1
Device-G, router eigrp 1, network IP-Subnet-2
Device-G, router eigrp 1, network IP-Subnet-3
Device-G, router eigrp 1, network IP-Subnet-4
Device-G, router eigrp 1, network IP-Subnet-5
Device-G, router eigrp 1, network IP-Subnet-6
Device-G, router eigrp 1, network IP-Subnet-7
Device-G, router eigrp 1, network IP-Subnet-8
Device-G, router eigrp 1, network IP-Subnet-9
Device-G, router eigrp 1, network IP-Subnet-10
Device-G, router eigrp 1, network IP-Subnet-11
Device-G, router eigrp 1, network IP-Subnet-12
Device-G, router eigrp 1, network IP-Subnet-13
Device-G, router eigrp 1, network IP-Subnet-14
Device-G, router eigrp 1, network IP-Subnet-15
Device-G, router eigrp 1, network IP-Subnet-16
Device-G, router eigrp 1, network IP-Subnet-17
Device-G, router eigrp 1, network IP-Subnet-18
Device-G, router eigrp 1, network IP-Subnet-19
Device-G, router eigrp 1, network IP-Subnet-20
Device-G, router eigrp 1, network IP-Subnet-21
Device-G, router eigrp 1, network IP-Subnet-22
Device-G, router eigrp 1, network IP-Subnet-23
Device-G, router eigrp 1, network IP-Subnet-24
Device-G, router eigrp 1, network IP-Subnet-25
Device-G, router eigrp 1, network IP-Subnet-26
Device-G, router eigrp 1, network IP-Subnet-27
Device-G, router eigrp 1, network IP-Subnet-28
Device-G, router eigrp 1, network IP-Subnet-29
Device-G, router eigrp 1, network IP-Subnet-30
Device-G, router eigrp 1, network IP-Subnet-31
Device-G, router eigrp 1, network IP-Subnet-32
Device-G, router eigrp 1, no network IP-Subnet-1
Device-G, router eigrp 1, no network IP-Subnet-2
Device-G, router eigrp 1, no network IP-Subnet-3
Device-G, router eigrp 1, no network IP-Subnet-4
Device-G, router eigrp 1, no network IP-Subnet-5
Device-G, router eigrp 1, no network IP-Subnet-6
Device-G, router eigrp 1, no network IP-Subnet-7
Device-G, router eigrp 1, no network IP-Subnet-8
Device-G, router eigrp 1, no network IP-Subnet-9
Device-G, router eigrp 1, no network IP-Subnet-10
Device-G, router eigrp 1, no network IP-Subnet-11
Device-G, router eigrp 1, no network IP-Subnet-12
Device-G, router eigrp 1, no network IP-Subnet-13
Device-G, router eigrp 1, no network IP-Subnet-14
Device-G, router eigrp 1, no network IP-Subnet-15
Device-G, router eigrp 1, no network IP-Subnet-16
Device-G, router eigrp 1, no network IP-Subnet-17
Device-G, router eigrp 1, no network IP-Subnet-18
Device-G, router eigrp 1, no network IP-Subnet-19
Device-G, router eigrp 1, no network IP-Subnet-20
Device-G, router eigrp 1, no network IP-Subnet-21
Device-G, router eigrp 1, no network IP-Subnet-22
Device-G, router eigrp 1, no network IP-Subnet-23
Device-G, router eigrp 1, no network IP-Subnet-24
Device-G, router eigrp 1, no network IP-Subnet-25
Device-G, router eigrp 1, no network IP-Subnet-26
Device-G, router eigrp 1, no network IP-Subnet-27
Device-G, router eigrp 1, no network IP-Subnet-28
Device-G, router eigrp 1, no network IP-Subnet-29
Device-G, router eigrp 1, no network IP-Subnet-30
Device-G, router eigrp 1, no network IP-Subnet-31
Device-G, router eigrp 1, no network IP-Subnet-32
Device-G, router eigrp 1, auto-summary
Device-G, router ospf 1, network IP-Subnet-1
Device-G, router ospf 1, network IP-Subnet-2
Device-G, router ospf 1, network IP-Subnet-3
Device-G, router ospf 1, network IP-Subnet-4
Device-G, router ospf 1, network IP-Subnet-5
Device-G, router ospf 1, network IP-Subnet-6
Device-G, router ospf 1, network IP-Subnet-7
Device-G, router ospf 1, network IP-Subnet-8
Device-G, router ospf 1, network IP-Subnet-9
Device-G, router ospf 1, network IP-Subnet-10
Device-G, router ospf 1, network IP-Subnet-11
Device-G, router ospf 1, network IP-Subnet-12
Device-G, router ospf 1, network IP-Subnet-13
Device-G, router ospf 1, network IP-Subnet-14
Device-G, router ospf 1, network IP-Subnet-15
Device-G, router ospf 1, network IP-Subnet-16
Device-G, router ospf 1, network IP-Subnet-17
Device-G, router ospf 1, network IP-Subnet-18
Device-G, router ospf 1, network IP-Subnet-19
Device-G, router ospf 1, network IP-Subnet-20
Device-G, router ospf 1, network IP-Subnet-21
Device-G, router ospf 1, network IP-Subnet-22
Device-G, router ospf 1, network IP-Subnet-23
Device-G, router ospf 1, network IP-Subnet-24
Device-G, router ospf 1, network IP-Subnet-25
Device-G, router ospf 1, network IP-Subnet-26
Device-G, router ospf 1, network IP-Subnet-27
Device-G, router ospf 1, network IP-Subnet-28
Device-G, router ospf 1, network IP-Subnet-29
Device-G, router ospf 1, network IP-Subnet-30
Device-G, router ospf 1, network IP-Subnet-31
Device-G, router ospf 1, network IP-Subnet-32
Device-G, router ospf 1, no network IP-Subnet-1
Device-G, router ospf 1, no network IP-Subnet-2
Device-G, router ospf 1, no network IP-Subnet-3
Device-G, router ospf 1, no network IP-Subnet-4
Device-G, router ospf 1, no network IP-Subnet-5
Device-G, router ospf 1, no network IP-Subnet-6
Device-G, router ospf 1, no network IP-Subnet-7
Device-G, router ospf 1, no network IP-Subnet-8
Device-G, router ospf 1, no network IP-Subnet-9
Device-G, router ospf 1, no network IP-Subnet-10
Device-G, router ospf 1, no network IP-Subnet-11
Device-G, router ospf 1, no network IP-Subnet-12
Device-G, router ospf 1, no network IP-Subnet-13
Device-G, router ospf 1, no network IP-Subnet-14
Device-G, router ospf 1, no network IP-Subnet-15
Device-G, router ospf 1, no network IP-Subnet-16
Device-G, router ospf 1, no network IP-Subnet-17
Device-G, router ospf 1, no network IP-Subnet-18
Device-G, router ospf 1, no network IP-Subnet-19
Device-G, router ospf 1, no network IP-Subnet-20
Device-G, router ospf 1, no network IP-Subnet-21
Device-G, router ospf 1, no network IP-Subnet-22
Device-G, router ospf 1, no network IP-Subnet-23
Device-G, router ospf 1, no network IP-Subnet-24
Device-G, router ospf 1, no network IP-Subnet-25
Device-G, router ospf 1, no network IP-Subnet-26
Device-G, router ospf 1, no network IP-Subnet-27
Device-G, router ospf 1, no network IP-Subnet-28
Device-G, router ospf 1, no network IP-Subnet-29
Device-G, router ospf 1, no network IP-Subnet-30
Device-G, router ospf 1, no network IP-Subnet-31
Device-G, router ospf 1, no network IP-Subnet-32
Device-H, router rip, version 2
Device-H, router rip, no auto-summary
Device-H, router rip, network IP-Subnet-1
Device-H, router rip, network IP-Subnet-2
Device-H, router rip, network IP-Subnet-3
Device-H, router rip, network IP-Subnet-4
Device-H, router rip, network IP-Subnet-5
Device-H, router rip, network IP-Subnet-6
Device-H, router rip, network IP-Subnet-7
Device-H, router rip, network IP-Subnet-8
Device-H, router rip, network IP-Subnet-9
Device-H, router rip, network IP-Subnet-10
Device-H, router rip, network IP-Subnet-11
Device-H, router rip, network IP-Subnet-12
Device-H, router rip, network IP-Subnet-13
Device-H, router rip, network IP-Subnet-14
Device-H, router rip, network IP-Subnet-15
Device-H, router rip, network IP-Subnet-16
Device-H, router rip, network IP-Subnet-17
Device-H, router rip, network IP-Subnet-18
Device-H, router rip, network IP-Subnet-19
Device-H, router rip, network IP-Subnet-20
Device-H, router rip, network IP-Subnet-21
Device-H, router rip, network IP-Subnet-22
Device-H, router rip, network IP-Subnet-23
Device-H, router rip, network IP-Subnet-24
Device-H, router rip, network IP-Subnet-25
Device-H, router rip, network IP-Subnet-26
Device-H, router rip, network IP-Subnet-27
Device-H, router rip, network IP-Subnet-28
Device-H, router rip, network IP-Subnet-29
Device-H, router rip, network IP-Subnet-30
Device-H, router rip, network IP-Subnet-31
Device-H, router rip, network IP-Subnet-32
Device-H, router rip, no network IP-Subnet-1
Device-H, router rip, no network IP-Subnet-2
Device-H, router rip, no network IP-Subnet-3
Device-H, router rip, no network IP-Subnet-4
Device-H, router rip, no network IP-Subnet-5
Device-H, router rip, no network IP-Subnet-6
Device-H, router rip, no network IP-Subnet-7
Device-H, router rip, no network IP-Subnet-8
Device-H, router rip, no network IP-Subnet-9
Device-H, router rip, no network IP-Subnet-10
Device-H, router rip, no network IP-Subnet-11
Device-H, router rip, no network IP-Subnet-12
Device-H, router rip, no network IP-Subnet-13
Device-H, router rip, no network IP-Subnet-14
Device-H, router rip, no network IP-Subnet-15
Device-H, router rip, no network IP-Subnet-16
Device-H, router rip, no network IP-Subnet-17
Device-H, router rip, no network IP-Subnet-18
Device-H, router rip, no network IP-Subnet-19
Device-H, router rip, no network IP-Subnet-20
Device-H, router rip, no network IP-Subnet-21
Device-H, router rip, no network IP-Subnet-22
Device-H, router rip, no network IP-Subnet-23
Device-H, router rip, no network IP-Subnet-24
Device-H, router rip, no network IP-Subnet-25
Device-H, router rip, no network IP-Subnet-26
Device-H, router rip, no network IP-Subnet-27
Device-H, router rip, no network IP-Subnet-28
Device-H, router rip, no network IP-Subnet-29
Device-H, router rip, no network IP-Subnet-30
Device-H, router rip, no network IP-Subnet-31
Device-H, router rip, no network IP-Subnet-32
Device-H, router rip, no version 2
Device-H, router rip, auto-summary
Device-H, router eigrp 1, no auto-summary
Device-H, router eigrp 1, network IP-Subnet-1
Device-H, router eigrp 1, network IP-Subnet-2
Device-H, router eigrp 1, network IP-Subnet-3
Device-H, router eigrp 1, network IP-Subnet-4
Device-H, router eigrp 1, network IP-Subnet-5
Device-H, router eigrp 1, network IP-Subnet-6
Device-H, router eigrp 1, network IP-Subnet-7
Device-H, router eigrp 1, network IP-Subnet-8
Device-H, router eigrp 1, network IP-Subnet-9
Device-H, router eigrp 1, network IP-Subnet-10
Device-H, router eigrp 1, network IP-Subnet-11
Device-H, router eigrp 1, network IP-Subnet-12
Device-H, router eigrp 1, network IP-Subnet-13
Device-H, router eigrp 1, network IP-Subnet-14
Device-H, router eigrp 1, network IP-Subnet-15
Device-H, router eigrp 1, network IP-Subnet-16
Device-H, router eigrp 1, network IP-Subnet-17
Device-H, router eigrp 1, network IP-Subnet-18
Device-H, router eigrp 1, network IP-Subnet-19
Device-H, router eigrp 1, network IP-Subnet-20
Device-H, router eigrp 1, network IP-Subnet-21
Device-H, router eigrp 1, network IP-Subnet-22
Device-H, router eigrp 1, network IP-Subnet-23
Device-H, router eigrp 1, network IP-Subnet-24
Device-H, router eigrp 1, network IP-Subnet-25
Device-H, router eigrp 1, network IP-Subnet-26
Device-H, router eigrp 1, network IP-Subnet-27
Device-H, router eigrp 1, network IP-Subnet-28
Device-H, router eigrp 1, network IP-Subnet-29
Device-H, router eigrp 1, network IP-Subnet-30
Device-H, router eigrp 1, network IP-Subnet-31
Device-H, router eigrp 1, network IP-Subnet-32
Device-H, router eigrp 1, no network IP-Subnet-1
Device-H, router eigrp 1, no network IP-Subnet-2
Device-H, router eigrp 1, no network IP-Subnet-3
Device-H, router eigrp 1, no network IP-Subnet-4
Device-H, router eigrp 1, no network IP-Subnet-5
Device-H, router eigrp 1, no network IP-Subnet-6
Device-H, router eigrp 1, no network IP-Subnet-7
Device-H, router eigrp 1, no network IP-Subnet-8
Device-H, router eigrp 1, no network IP-Subnet-9
Device-H, router eigrp 1, no network IP-Subnet-10
Device-H, router eigrp 1, no network IP-Subnet-11
Device-H, router eigrp 1, no network IP-Subnet-12
Device-H, router eigrp 1, no network IP-Subnet-13
Device-H, router eigrp 1, no network IP-Subnet-14
Device-H, router eigrp 1, no network IP-Subnet-15
Device-H, router eigrp 1, no network IP-Subnet-16
Device-H, router eigrp 1, no network IP-Subnet-17
Device-H, router eigrp 1, no network IP-Subnet-18
Device-H, router eigrp 1, no network IP-Subnet-19
Device-H, router eigrp 1, no network IP-Subnet-20
Device-H, router eigrp 1, no network IP-Subnet-21
Device-H, router eigrp 1, no network IP-Subnet-22
Device-H, router eigrp 1, no network IP-Subnet-23
Device-H, router eigrp 1, no network IP-Subnet-24
Device-H, router eigrp 1, no network IP-Subnet-25
Device-H, router eigrp 1, no network IP-Subnet-26
Device-H, router eigrp 1, no network IP-Subnet-27
Device-H, router eigrp 1, no network IP-Subnet-28
Device-H, router eigrp 1, no network IP-Subnet-29
Device-H, router eigrp 1, no network IP-Subnet-30
Device-H, router eigrp 1, no network IP-Subnet-31
Device-H, router eigrp 1, no network IP-Subnet-32
Device-H, router eigrp 1, auto-summary
Device-H, router ospf 1, network IP-Subnet-1
Device-H, router ospf 1, network IP-Subnet-2
Device-H, router ospf 1, network IP-Subnet-3
Device-H, router ospf 1, network IP-Subnet-4
Device-H, router ospf 1, network IP-Subnet-5
Device-H, router ospf 1, network IP-Subnet-6
Device-H, router ospf 1, network IP-Subnet-7
Device-H, router ospf 1, network IP-Subnet-8
Device-H, router ospf 1, network IP-Subnet-9
Device-H, router ospf 1, network IP-Subnet-10
Device-H, router ospf 1, network IP-Subnet-11
Device-H, router ospf 1, network IP-Subnet-12
Device-H, router ospf 1, network IP-Subnet-13
Device-H, router ospf 1, network IP-Subnet-14
Device-H, router ospf 1, network IP-Subnet-15
Device-H, router ospf 1, network IP-Subnet-16
Device-H, router ospf 1, network IP-Subnet-17
Device-H, router ospf 1, network IP-Subnet-18
Device-H, router ospf 1, network IP-Subnet-19
Device-H, router ospf 1, network IP-Subnet-20
Device-H, router ospf 1, network IP-Subnet-21
Device-H, router ospf 1, network IP-Subnet-22
Device-H, router ospf 1, network IP-Subnet-23
Device-H, router ospf 1, network IP-Subnet-24
Device-H, router ospf 1, network IP-Subnet-25
Device-H, router ospf 1, network IP-Subnet-26
Device-H, router ospf 1, network IP-Subnet-27
Device-H, router ospf 1, network IP-Subnet-28
Device-H, router ospf 1, network IP-Subnet-29
Device-H, router ospf 1, network IP-Subnet-30
Device-H, router ospf 1, network IP-Subnet-31
Device-H, router ospf 1, network IP-Subnet-32
Device-H, router ospf 1, no network IP-Subnet-1
Device-H, router ospf 1, no network IP-Subnet-2
Device-H, router ospf 1, no network IP-Subnet-3
Device-H, router ospf 1, no network IP-Subnet-4
Device-H, router ospf 1, no network IP-Subnet-5
Device-H, router ospf 1, no network IP-Subnet-6
Device-H, router ospf 1, no network IP-Subnet-7
Device-H, router ospf 1, no network IP-Subnet-8
Device-H, router ospf 1, no network IP-Subnet-9
